objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
nwpostcards560,nwpostcards559,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_054.jpg,postcard_054,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_054.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_054_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_054_th.jpg,,
nwpostcards561,nwpostcards559,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_054b.jpg,postcard_054b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_054b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_054b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_054b_th.jpg,,
nwpostcards565,,"Court House, Eugene, Oregon","Postcard is of the old Lane County Courthouse in Eugene, Oregon. | Court House, Eugene, Oregon.",written message,picture postcard,,1920,public buildings; county courthouses; trees; picture postcards,"Eugene, Oregon; Lane County Courthouse",Portland Post Card Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"5.4375 x 3.4375, Color",Image;StillImage,multiple,eng,44.050987,-123.091263,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_055_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_055_th.jpg,,
nwpostcards566,nwpostcards565,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_055.jpg,postcard_055,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_055.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_055_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_055_th.jpg,,
nwpostcards567,nwpostcards565,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_055b.jpg,postcard_055b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_055b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_055b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_055b_th.jpg,,
nwpostcards568,,"Sigma Nu House, Eugene, Oregon","Postcard is of the old Sigma Nu House in Eugene, Oregon. This building was purchased by Northwest Christian University and torn down. The interior of this house was used for the Animal House (1978) film.","written message; postage applied; Postmark: 2/8/1908, Pilotock, OR; Destination: Mt. Carmel, PA",picture postcard,E. Schwarzschild?,1908,fraternity houses; student housing; trees; picture postcards,"Eugene, Oregon; University of Oregon; Northwest Christian University",M. Rieder,"Los Angeles, CA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5 x 5.375, Color",Image;StillImage,multiple,eng,44.047783,-123.080719,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_056_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_056_th.jpg,,
nwpostcards569,nwpostcards568,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_056.jpg,postcard_056,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_056.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_056_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_056_th.jpg,,
nwpostcards570,nwpostcards568,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_056b.jpg,postcard_056b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_056b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_056b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_056b_th.jpg,,
nwpostcards583,,"Multnomah Hotel, 600 Rooms, Portland, Oregon","Postcard is of the Multhomah Hotel in Portland, Oregon.",,picture postcard,,1920,hotels (public accommodations); buildings; men; women; automobiles; picture postcards,"Portland, Oregon",E.C. Kropp Co.,"Milwaukee, WI","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,multiple,eng,45.52181,-122.674911,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_060_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_060_th.jpg,,
nwpostcards584,nwpostcards583,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_060.jpg,postcard_060,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_060.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_060_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_060_th.jpg,,
nwpostcards585,nwpostcards583,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_060b.jpg,postcard_060b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_060b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_060b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_060b_th.jpg,,
nwpostcards586,,"Hotel Portland, Portland, Oregon (1)","Postcard is of the old Portland Hotel, which is no longer standing, in Portland, Oregon.",,picture postcard,,1910,hotels (public accommodations); buildings; men; horse-drawn vehicles; picture postcards,"Portland, Oregon",Skidmore Drug Co.,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.4375 x 5.4375, Color",Image;StillImage,multiple,eng,45.51835,-122.678885,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_061_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_061_th.jpg,,
nwpostcards587,nwpostcards586,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_061.jpg,postcard_061,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_061.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_061_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_061_th.jpg,,
nwpostcards588,nwpostcards586,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_061b.jpg,postcard_061b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_061b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_061b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_061b_th.jpg,,
nwpostcards589,,"Hotel Portland, Portland, Oregon (2)","Postcard is of the old Portland Hotel in Portland, Oregon.",,picture postcard,,1920,hotels (public accommodations); buildings; men; horse-drawn vehicles; picture postcards,"Portland, Oregon",Edward H. Mitchell,"San Francisco, CA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.375 x 5.4375, Color",Image;StillImage,multiple,eng,45.51835,-122.678885,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_062_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_062_th.jpg,,
nwpostcards590,nwpostcards589,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_062.jpg,postcard_062,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_062.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_062_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_062_th.jpg,,
nwpostcards591,nwpostcards589,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_062b.jpg,postcard_062b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_062b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_062b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_062b_th.jpg,,
nwpostcards634,,"Spokane's Great Restaurant, Washington","Postcard is of the Davenport Hotel's Restaurant in Spokane, Washington.","written message; postage applied; Postmark: 9/5/1909, Spokane, WA; Destination: ?",picture postcard,,1909,restaurants; automobiles; buildings; picture postcards; flagpoles; flags,"Spokane, Washington; Davenport Hotel",Edward H. Mitchell,"San Francisco, CA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.375 x 5.375, Color",Image;StillImage,multiple,eng,47.656527,-117.423418,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_038_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_038_th.jpg,,
nwpostcards635,nwpostcards634,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_038.jpg,postcard_038,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_038.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_038_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_038_th.jpg,,
nwpostcards636,nwpostcards634,,,,,,,,,,,,,,,,,image/jpeg,,,,postcard_038b.jpg,postcard_038b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/postcard_038b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/postcard_038b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/postcard_038b_th.jpg,,
nwpostcards733,,"Sunset, Idaho.","Postcard is of Sunset, Idaho near Wallace. | Sunset, Idaho.",,photographic postcard,,1915,buildings; trees; freight trains; freight cars; utility poles; photographic postcards,"Wallace, Idaho",Inland-American Ptg Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.490964,-115.954692,pg_9_01_01.jpg,pg_9_01_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_01_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_01_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_01_01_th.jpg,,
nwpostcards745,,Old Idaho,Postcard is part of a postcard packet. Image is of sheep grazing and fields with accompanying verses.,,picture postcard,Frank Palmer,1908,Ovis (genus); animals; mountains; fields (land); trees,"Ketchum, Idaho","Curt Teich & Co., Inc.","Chicago, IL","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,43.77066,-114.414382,pg_9_01_01a_05.jpg,pg_9_01_01a_05,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_01_01a_05.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_01_01a_05_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_01_01a_05_th.jpg,,
nwpostcards750,,"Wallace, Idaho, before the fire August 20, 1910.","Postcard of Wallace, Idaho before the August 20, 1910 fire.",,photographic postcard,Barnard's Studio,1910,mining towns; towns; buildings; railroads; trees; houses; mountains; highways; photographic postcards,"Wallace, Idaho",Barnard's Studio,"Wallace, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,47.469849,-115.918987,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_01_06d_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_01_06d_th.jpg,,
nwpostcards751,nwpostcards750,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_01_06d.jpg,pg_9_01_06d,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_01_06d.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_01_06d_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_01_06d_th.jpg,,
nwpostcards752,nwpostcards750,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_01_06d_b.jpg,pg_9_01_06d_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_01_06d_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_01_06d_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_01_06d_b_th.jpg,,
nwpostcards755,,"McCall from Payette Lake, Idaho.","Postcard is of McCall, Idaho from Payette Lake.",,photographic postcard,Frank Palmer,1920,lakes; buildings; trees; houses; photographic postcards,"McCall, Idaho","Curt Teich & Co., Inc.","Chicago, IL","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,44.914584,-116.104338,pg_9_01_03.jpg,pg_9_01_03,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_01_03.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_01_03_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_01_03_th.jpg,,
